timestamp,agent_id,name,type,condition,company_id,player_id,rank,start_value,end_value,percent_change,location_id,energy,animal,gender,age_range,occupation,hobbies,portfolio_value,prompt
2025-05-15T20:41:53.461090,15033,BinaryBard_235,Builder,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-pit,6,meerkat,male,middle-aged,Data Courier,"tinkering with vintage computers, amateur cryptography",14000.0,
2025-05-15T20:41:53.461090,15034,StreetArt88,Artist,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,profit-plaza,12,crow,male,young,Vinyl Record Store Clerk,"graffiti, sampling beats",14000.0,
2025-05-15T20:41:53.461090,15035,CryptidCRM,Suit,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,capital-vision,4,Giraffe,male,middle-aged,Corporate Compliance Manager,"birdwatching, collecting vintage spy gadgets",14000.0,
2025-05-15T20:41:53.461090,15036,VoltDance,Yuppie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,nodebase,7,hummingbird,female,middle-aged,Mall Power Grid Whisperer,"categorizing phantom electrical surges, collecting vintage transmission schedules",13049.750465725325,
2025-05-15T20:41:53.461090,15037,RaveNite,Exit Liquidity,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,profit-plaza,3,lemur,male,young,Nightclub Promoter,"DJing, attending underground parties",292.5314869979461,
2025-05-15T20:41:53.461090,15038,ZiggyBeach14,Exit Liquidity,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,fbi-hq,6,Toad,male,young,Janitorial supply runner,"collecting vintage arcade tokens, exploring drainage tunnels",14000.0,
2025-05-15T20:41:53.461090,15039,RetroGamerX,Normie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,profit-plaza,8,hedgehog,male,middle-aged,Local Video Game Store Clerk,"collecting vintage game cartridges, playing arcade classics",14000.0,
2025-05-15T20:41:53.461090,15040,CyberTeach80,Yuppie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,hype-haus,6,llama,female,middle-aged,E-Learning Evangelist,"optimizing PowerPoint slides, networking at ed-tech conferences",14000.0,
2025-05-15T20:41:53.461090,15041,tinfoil_h4x,Degen,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,nodebase,15,ostrich,male,middle-aged,Conspiracy Theorist Blogger,decoding supposed hidden messages in Area 51 aerial footage,13018.628317254837,
2025-05-15T20:41:53.461090,15042,TonicVCR,Normie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-green,8,dachshund,male,middle-aged,Pharmacy Parking Attendant,"timing microwave beeps to TV commercials, alphabetizing cough syrup flavors",14000.0,
2025-05-15T20:41:53.461090,15043,DIGITAL_COWBOY,Artist,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,q4-tower,12,Cat,male,young,Freelance Graphic Designer,"designing obscure zines, cat-sitting for friends",14000.0,
2025-05-15T20:41:53.461090,15044,CyberSquid_,Builder,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-green,8,Pig,male,old,Construction Site Foreman,"Backyard BBQ pitmaster, collecting vintage comic books",14000.0,
2025-05-15T20:41:53.461090,15045,ChinCannon,Degen,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,hype-haus,14,mantis,male,middle-aged,Facial Anatomy Juggler,obsessively sculpting realistic human jaws from bubble gum,14000.0,
2025-05-15T20:41:53.461090,15046,MoonShotMike,Degen,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,nodebase,12,jalapeno pepper,male,middle-aged,Rooftop Observator,"['astro-photography', 'solar experiments']",14000.0,
2025-05-15T20:41:53.461090,15047,LaidBack77,Exit Liquidity,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,profit-plaza,4,wallaby,male,young,Mall Santa,"mixtapes, sidewalk chalk art",14000.0,
2025-05-15T20:41:53.461090,15048,GridHopper3,Fed,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,nodebase,6,hawk,female,middle-aged,Energy Market Analyst,"tracking energy market trends, maintaining a BBS",14000.0,
2025-05-15T20:41:53.461090,15049,CornSkeptic,Fed,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,q4-tower,2,prairie dog,male,middle-aged,Midwest Contract Paranormalist,"collecting notary stamps, monitoring grain futures after hours",14000.0,
2025-05-15T20:41:53.461090,15050,FizzyGovLime,Yuppie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,rug-club,7,kangaroo mouse,male,middle-aged,Corporate Energy Psychic,stealing office supplies to build shrines to forgotten tech CEOs,618.8396313557384,
2025-05-15T20:41:53.461090,15051,MinuteMadam,Normie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-green,7,meerkat,female,middle-aged,Corporate Ritual Coordinator,"collecting meeting minutes, organizing corporate jargon by decade",13032.974134708382,
2025-05-15T20:41:53.461090,15052,TapeDeckNun,Artist,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-green,8,meerkat,female,middle-aged,DJ for Midnight Garage Sales,"recording echoes in abandoned malls, dancing with vending machines",14000.0,
2025-05-15T20:41:53.461090,15053,PixlPhobia,Yuppie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-pit,4,moth,female,middle-aged,Corporate BBS Sysadmin,"coding BBS door games, collecting obsolete tech",14000.0,
2025-05-15T20:41:53.461090,15054,DynegyExit,Yuppie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-pit,8,bull shark,male,middle-aged,Corporate Raider,"yacht racing, fine wine collecting",14000.0,
2025-05-15T20:41:53.461090,15055,NeonShogun,Yuppie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-green,8,Pig,male,young,Junior Investment Banker,"collecting vintage arcade cabinets, attending networking mixers",14000.0,
2025-05-15T20:41:53.461090,15056,L3Guru,Builder,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,q4-tower,8,anteater,female,middle-aged,Network Infra Specialist,maintaining vintage routers,14000.0,
2025-05-15T20:41:53.461090,15057,GymMythBstr,Builder,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-pit,8,Cow,female,middle-aged,Veterinary Technician,"organic gardening, making herbal remedies",14000.0,
2025-05-15T20:41:53.461090,15058,PupAnalyst,Exit Liquidity,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,nodebase,3,platypus,female,young,Pet Data Courier,"collecting vintage dog tags, managing a pet forum",14863.798125689389,
2025-05-15T20:41:53.461090,15059,StaticGlitch_69,Artist,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-green,10,dust bunny,male,old,Abandoned Building Caretaker,rewinding VHS tapes manually,13010.492398129767,
2025-05-15T20:41:53.461090,15060,Sk1zFreak,Degen,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,board-room,14,vulture,male,middle-aged,Conspiracy Zine Publisher,"tracking commercial flight paths on primitive radar equipment, photographing contrails",13089.033882941614,
2025-05-15T20:41:53.461090,15061,IslandGal1995,Normie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,q4-tower,10,lokai,female,young,Corporate Archivist,"gardening, tropical fish keeping",14000.0,
2025-05-15T20:41:53.461090,15062,LoginGhost,Degen,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,nodebase,15,ibex,female,young,Shareware Support,beta testing obscure software,13033.432885028466,
2025-05-15T20:41:53.461090,15063,MundaneMitch,Normie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,profit-plaza,10,squirrel,male,middle-aged,postal clerk,watching home improvement shows,14000.0,
2025-05-15T20:41:53.461090,15064,DarkEnergy_X,Fed,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,q4-tower,2,Sentient grid,male,old,Catastrophe Archivist,collecting blackout reports; breeding VHS tapes to create new obsolete formats,14000.0,
2025-05-15T20:41:53.461090,15065,ByteBuoy41,Exit Liquidity,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,board-room,6,Fox,female,young,"Web Designer, Small Startup","sniffing out obscure shareware, trading bootleg concert tapes",14000.0,
2025-05-15T20:41:53.461090,15066,TowTerror,Exit Liquidity,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,hype-haus,6,wolverine,female,young,Military Tech Demonstrator,"testing experimental gear, LAN parties",14000.0,
2025-05-15T20:41:53.461090,15067,CatastroPhreak,Degen,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,fbi-hq,16,Deer,female,middle-aged,naturalist guide,"foraging for wild edibles, sketching nature scenes",14000.0,
2025-05-15T20:41:53.461090,15068,WonderJunkie,Degen,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,fbi-hq,16,Rabbit,female,young,Part-time convenience clerk,"hoarding small, shiny objects, building elaborate pillow forts",14000.0,
2025-05-15T20:41:53.461090,15069,WebSavvy83,Suit,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-pit,6,Stoat,male,middle-aged,IT Consultant (Network Security),"scouring flea markets for retro tech, programming simple shareware",14000.0,
2025-05-15T20:41:53.461090,15070,WardWatcher,Builder,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,fbi-hq,8,Gorilla,female,young,Construction Apprentice,"strength training, building large-scale models",14000.0,
2025-05-15T20:41:53.461090,15071,Divestment_Don,Suit,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-green,7,pigeon,male,old,Director of Asset Marketing,collecting company branded pens,380.6300841734907,
2025-05-15T20:41:53.461090,15072,Z3r0_C69L,Artist,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-green,10,axolotl,female,young,Neon Graffiti Archivist,"glitch art, hacking payphones",14000.0,
2025-05-15T20:41:53.461090,15073,N6BetaRage,Builder,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,nodebase,8,Bear,female,middle-aged,Civil Defense Coordinator,"stockpiling survival gear, maintaining a ham radio setup",14000.0,
2025-05-15T20:41:53.461090,15074,PixelFrogg,Normie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-pit,10,tree frog,female,young,Mall Kiosk Game Demo Rep,"playing handheld games, trading stickers",14000.0,
2025-05-15T20:41:53.461090,15075,MtgLizard,Normie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-green,8,porcupine,male,old,Meeting Room Reservationist,"ranking conference room carpeting softness, collecting abandoned whiteboard markers",14000.0,
2025-05-15T20:41:53.461090,15076,c0rpgazer,Fed,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,profit-plaza,6,crane,female,old,Policy Watch Analyst,reading think tank reports,14000.0,
2025-05-15T20:41:53.461090,15077,TurboPunk,Yuppie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,hype-haus,4,albatross,female,middle-aged,Neon Billboard Designer,"LAN parties, modding gaming consoles",14000.0,
2025-05-15T20:41:53.461090,15078,VoidStatic549,Artist,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,capital-vision,11,Mouse,female,young,Part-time indie graphic design,"digitally painting pixel art, contributing to underground zines",14802.03142637582,
2025-05-15T20:41:53.461090,15079,BBS_Bard_383,Artist,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,hype-haus,10,cricket,female,young,Underground Community Radio DJ,"tape deck DJ battles, zine-making with X-Acto knives",14000.0,
2025-05-15T20:41:53.461090,15080,FunkyMonk91,Degen,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-pit,16,llama,male,young,VHS Store Clerk,"collecting TMNT action figures, recording dreams in a Trapper Keeper",14000.0,
2025-05-15T20:41:53.461090,15081,KangarooJack,Degen,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,fbi-hq,16,kangaroo,male,young,Professional Couch Surfer,"barbecuing mystery meat, yelling at the TV",14000.0,
2025-05-15T20:41:53.461090,15082,FaresFerret,Yuppie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,capital-vision,8,cricket,male,middle-aged,Sweepstakes Caller,"clipping travel agency coupons and filing them by expiration date, rating hotel ice machines",14000.0,
2025-05-15T20:41:53.461090,15083,StuccoFace,Normie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,profit-plaza,8,poodle,female,old,Retired Bridge Club President,"collecting ceramic thimbles, watching daytime infomercials",14000.0,
2025-05-15T20:41:53.461090,15084,WindBroker,Suit,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-pit,6,Koala,male,middle-aged,Timber Exp. Regional Manager,"bonsai tree cultivation, collecting eucalyptus-scented potpourri",14000.0,
2025-05-15T20:41:53.461090,15085,StaticPolly,Normie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,profit-plaza,10,porcelain rabbit,female,old,Retired Cable News Caller,gluing clippings from expired TV Guides to her mailbox,14000.0,
2025-05-15T20:41:53.461090,15086,ChromePuppet,Degen,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,hype-haus,13,ghost,female,middle-aged,Corporate Memory Curator,"recording ambient power grid hum, debugging ghostly data trails",15285.348719997726,
2025-05-15T20:41:53.461090,15087,LimitMime,Suit,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,board-room,8,star-nosed mole,male,middle-aged,Risk Limit Aggregator (Unofficia,"filing imaginary paperwork, organizing staplers by sound",14000.0,
2025-05-15T20:41:53.461090,15088,SnackWrapSam,Normie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,q4-tower,8,gnome,male,middle-aged,Midnight Grocery Light Whisperer,"organizing neighborhood gnomes by personality, collecting convenience store napkins",14000.0,
2025-05-15T20:41:53.461090,15089,CorpSpeak98,Suit,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,fbi-hq,8,pigeon,male,middle-aged,Inter-Office Memo Translator,"attending mandatory fun workshops, organizing paperclips by shade",14000.0,
2025-05-15T20:41:53.461090,15090,Static_Void,Degen,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,capital-vision,16,mantis,male,young,Freelance BBS Administrator,"warez, rave culture",14000.0,
2025-05-15T20:41:53.461090,15091,G3arH3ad,Builder,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,nodebase,7,beaver,female,middle-aged,Hardware Restoration Specialist,"modding vintage electronics, flea market hunting",13021.89534392212,
2025-05-15T20:41:53.461090,15092,ChessMaster20,Builder,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,nodebase,6,Frog,male,old,Retired Biologist/Consultant,"maintaining a large aquarium, amateur pond ecology",14000.0,
2025-05-15T20:41:53.461090,15093,MuteKoosh,Yuppie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-green,7,velvet worm,male,middle-aged,Local Access TV Static Regulator,"organizing sock drawers by pitch when snapped, timing his own microwave popcorn pops",271.31214160790927,
2025-05-15T20:41:53.461090,15094,CorpoJedi,Suit,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,capital-vision,6,Chicken,male,middle-aged,Mid-lvl Mgr (Food Processing),"backyard chicken keeping, community gardening",14000.0,
2025-05-15T20:41:53.461090,15095,Zen_Teller26,Builder,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-green,7,koala,female,old,Customer Relations Specialist,"organizing customer feedback binders, writing thank-you letters to service providers",14909.260405726496,
2025-05-15T20:41:53.461090,15096,TrukNutLegend,Builder,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,capital-vision,6,jackalope,male,middle-aged,Roadside Monument Engineer,"photographing roadkill in dramatic lighting, crafting oversized truck accessories from repossessed appliances",14000.0,
2025-05-15T20:41:53.461090,15097,RetroPixel350,Artist,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,hype-haus,10,Frog,female,old,Retired Art/Digital Artist,"collecting vintage video game consoles, painting lily pads",14000.0,
2025-05-15T20:41:53.461090,15098,AdminBotX,Fed,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,the-pit,4,crab,female,middle-aged,Bureaucratic Compliance Officer,"auditing tax records, organizing file cabinets",14000.0,
2025-05-15T20:41:53.461090,15099,ThreadPhant0m,Fed,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,profit-plaza,6,Giraffe,male,young,Library Assistant,"stargazing, amateur radio (monitoring)",14000.0,
2025-05-15T20:41:53.461090,15100,TapeDeck10,Exit Liquidity,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,profit-plaza,6,Bear,male,young,Graveyard Shift Security Guard,"hibernating (metaphorically), foraging for junk food",14000.0,
2025-05-15T20:41:53.461090,15101,TenshiCast,Artist,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,hype-haus,9,UHF TV wave ent,female,young,Online radio host,"making mixtapes, collecting echoes in glass jars",14278.998507807415,
2025-05-15T20:41:53.461090,15102,SpaceCadet69,Degen,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,profit-plaza,14,platypus,female,middle-aged,Astrologist,collecting space memorabilia,14000.0,
2025-05-15T20:41:53.461090,15103,PatriotPete_365,Normie,,hot-dog,0xC3F8E3b3808d2e33b06abFB8731b88948E1f2b8b,1.0,4200000.0,522349600.83905584,12336.895258072758,q4-tower,6,badger,male,old,Retired Mail Carrier,"listening to talk radio, polishing lawn gnomes",14000.0,
